Logged,Captured,Device ID,Stats,Uptime,CPM0,CPM1,Latitude,Longitude,Altitude,Bat V,Bat SOC,Bat I,SNR,Temp C,Humid %,Press Pa,PMS PM 1.0,PMS PM 2.5,PMS PM 10.0,PMS # 0.3,PMS # 0.5,PMS # 1.0,PMS # 2.5,PMS # 5.0,PMS # 10.0,PMS # Secs,OPC PM 1.0,OPC PM 2.5,OPC PM 10.0,OPC # 0.38,OPC # 0.54,OPC # 1.0,OPC # 2.1,OPC # 5.0,OPC # 10.0,OPC # Secs
2016-12-02 02:57:06,2016-12-02T02:57:04Z,1760298042,"uptime_min:2 version:1.2.1694",2,,,42.565331,-70.782753,88,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-02 02:57:19,2016-12-02T02:57:18Z,1760298042,"uptime_min:2 config:0.0.5.15.7.511.0",2,,,42.565331,-70.782753,88,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-02 02:57:36,2016-12-02T02:57:34Z,1760298042,"uptime_min:2 cell:89011702272017301588",2,,,42.565331,-70.782753,88,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-02 02:57:50,2016-12-02T02:57:48Z,1760298042,"uptime_min:2 cell:WCDMA 310-410 0x0000 132675195 WCDMA",2,,,42.565331,-70.782753,88,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-02 02:58:06,2016-12-02T02:58:04Z,1760298042,"uptime_min:2 transmitted_bytes:737",2,,,42.565331,-70.782753,88,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-02 03:05:18,2016-12-02T03:05:15Z,1760298042,,,33,12,42.565331,-70.782753,88,4.1440,114.40,0.230,,25.35,22.45,1002.61,0,0,0,9087,2381,186,23,9,0,100,0.590637,0.722418,1.535802,345,93,17,4,1,0,80
2016-12-02 03:20:18,2016-12-02T03:20:15Z,1760298042,,,27,11,42.565331,-70.782753,88,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-02 03:35:18,2016-12-02T03:35:16Z,1760298042,,,34,13,42.565331,-70.782753,88,4.1436,114.36,0.100,,11.68,41.71,1003.04,0,0,0,5604,1583,145,10,0,0,100,0.521907,0.651847,0.901286,223,62,8,5,0,0,80
2016-12-02 03:50:18,2016-12-02T03:50:15Z,1760298042,,,26,16,42.565331,-70.782753,88,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-02 04:05:18,2016-12-02T04:05:15Z,1760298042,,,29,14,42.565331,-70.782753,88,4.1436,114.36,0.090,,7.71,50.65,1003.42,0,0,0,6324,1773,99,0,0,0,100,0.652067,0.786996,0.919928,246,52,10,2,0,0,80
2016-12-02 04:20:18,2016-12-02T04:20:15Z,1760298042,,,30,9,42.565331,-70.782753,88,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-02 04:35:18,2016-12-02T04:35:16Z,1760298042,,,27,11,42.565331,-70.782753,88,4.1404,114.04,0.080,,6.08,60.67,1003.48,0,0,0,6627,1925,135,10,10,0,100,0.486833,0.634250,0.771349,133,28,10,5,0,0,80
2016-12-02 04:50:18,2016-12-02T04:50:16Z,1760298042,,,26,11,42.565331,-70.782753,88,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-02 05:05:18,2016-12-02T05:05:16Z,1760298042,,,27,9,42.565331,-70.782753,88,4.1400,114.00,0.080,,5.71,62.01,1003.75,0,0,0,6399,1937,102,17,6,6,100,0.429733,0.526878,1.045225,166,37,10,2,1,0,80
2016-12-02 05:20:18,2016-12-02T05:20:15Z,1760298042,,,33,11,42.565331,-70.782753,88,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-02 05:35:18,2016-12-02T05:35:16Z,1760298042,,,34,10,42.565331,-70.782753,88,4.1396,113.96,0.080,,5.18,63.85,1004.09,0,0,0,6183,1566,164,17,10,0,100,0.472129,0.591547,0.653072,160,47,10,3,0,0,80
2016-12-02 05:50:18,2016-12-02T05:50:15Z,1760298042,,,33,7,42.565331,-70.782753,88,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-02 06:05:19,2016-12-02T06:05:16Z,1760298042,,,28,13,42.565331,-70.782753,88,4.1360,113.60,0.060,,4.97,64.74,1004.08,0,0,0,8820,2479,150,27,10,10,100,0.678859,0.811574,1.510155,250,43,10,3,1,0,80
2016-12-02 06:20:18,2016-12-02T06:20:15Z,1760298042,,,35,12,42.565331,-70.782753,88,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-02 06:35:18,2016-12-02T06:35:16Z,1760298042,,,31,12,42.565331,-70.782753,88,4.1360,113.60,0.090,,4.76,66.61,1004.60,0,0,0,6357,1691,143,18,10,0,100,0.551828,0.731310,1.662288,214,52,16,8,2,0,80
2016-12-02 06:50:18,2016-12-02T06:50:16Z,1760298042,,,33,12,42.565331,-70.782753,88,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-02 07:05:18,2016-12-02T07:05:16Z,1760298042,,,29,11,42.565331,-70.782753,88,4.1348,113.48,0.090,,4.55,66.92,1004.82,0,0,1,8868,2260,271,41,3,0,100,0.654850,0.839139,1.020079,255,52,14,8,0,0,80
2016-12-02 07:20:21,2016-12-02T07:20:16Z,1760298042,,,26,11,42.565331,-70.782753,88,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-02 07:35:18,2016-12-02T07:35:16Z,1760298042,,,30,13,42.565331,-70.782753,88,4.1320,113.20,0.100,,4.15,70.27,1004.80,0,0,1,9498,2362,293,84,35,0,100,0.552625,0.678919,1.010143,217,53,9,4,1,0,80
2016-12-02 07:50:18,2016-12-02T07:50:15Z,1760298042,,,28,10,42.565331,-70.782753,88,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-02 08:05:18,2016-12-02T08:05:16Z,1760298042,,,29,8,42.565331,-70.782753,88,4.1320,113.20,0.200,,4.06,71.60,1004.82,0,0,0,6474,1841,224,43,17,0,100,0.819472,0.942325,1.004903,267,33,7,2,0,0,80
2016-12-02 08:20:20,2016-12-02T08:20:15Z,1760298042,,,32,12,42.565331,-70.782753,88,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-02 08:35:18,2016-12-02T08:35:16Z,1760298042,,,29,10,42.565331,-70.782753,88,4.1292,112.92,0.080,,4.00,72.42,1005.15,0,0,2,9429,2602,234,64,32,5,100,0.834781,0.945987,1.302323,275,46,10,0,1,0,80
2016-12-02 08:50:18,2016-12-02T08:50:16Z,1760298042,,,30,11,42.565331,-70.782753,88,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-02 09:05:18,2016-12-02T09:05:16Z,1760298042,,,29,7,42.565331,-70.782753,88,4.1280,112.80,0.090,,4.13,73.81,1005.49,0,0,0,7971,2172,237,22,18,0,100,0.754908,0.903634,0.952299,225,46,4,4,0,0,80
2016-12-02 09:20:20,2016-12-02T09:20:16Z,1760298042,,,24,12,42.565331,-70.782753,88,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-02 09:35:18,2016-12-02T09:35:16Z,1760298042,,,29,15,42.565331,-70.782753,88,4.1264,112.64,0.080,,4.30,73.40,1005.50,0,0,1,8715,2455,166,27,11,0,100,0.884193,1.078410,1.502298,324,62,14,4,1,0,80
2016-12-02 09:50:19,2016-12-02T09:50:16Z,1760298042,,,33,8,42.565331,-70.782753,88,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-02 10:05:18,2016-12-02T10:05:16Z,1760298042,,,28,11,42.565331,-70.782753,88,4.1240,112.40,0.090,,3.82,72.95,1005.65,0,0,1,8016,2193,163,26,13,10,100,1.023948,1.191984,1.403215,375,47,6,6,0,0,80
2016-12-02 10:20:21,2016-12-02T10:20:16Z,1760298042,,,27,11,42.565331,-70.782753,88,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-02 10:35:18,2016-12-02T10:35:16Z,1760298042,,,33,13,42.565331,-70.782753,88,4.1240,112.40,0.310,,3.77,74.84,1006.06,0,1,1,9951,2826,244,57,9,0,100,0.790184,0.949539,1.113217,320,54,17,3,0,0,80
2016-12-02 10:50:18,2016-12-02T10:50:15Z,1760298042,,,28,12,42.565331,-70.782753,88,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-02 11:05:18,2016-12-02T11:05:16Z,1760298042,,,23,9,42.565331,-70.782753,88,4.1220,112.20,0.100,,3.81,74.67,1006.25,0,0,1,8559,2522,315,57,30,10,100,1.143942,1.330465,1.358577,297,54,11,1,0,0,80
2016-12-02 11:20:18,2016-12-02T11:20:16Z,1760298042,,,30,11,42.565331,-70.782753,88,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-02 11:35:18,2016-12-02T11:35:16Z,1760298042,,,31,13,42.565331,-70.782753,88,4.1200,112.00,0.090,,3.65,76.01,1006.40,0,0,0,7149,2105,199,18,0,0,100,0.952649,1.068878,1.100803,328,23,8,2,0,0,80
2016-12-02 11:50:18,2016-12-02T11:50:16Z,1760298042,,,28,13,42.565331,-70.782753,88,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-02 12:05:18,2016-12-02T12:05:16Z,1760298042,,,32,11,42.565331,-70.782753,88,4.1212,112.12,-8.030,,3.40,73.84,1006.30,0,1,1,8811,2280,265,66,28,0,100,1.171430,1.391815,1.552809,465,77,20,5,0,0,80
2016-12-02 12:20:19,2016-12-02T12:20:16Z,1760298042,,,25,12,42.565331,-70.782753,88,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-02 12:35:19,2016-12-02T12:35:16Z,1760298042,,,31,12,42.565331,-70.782753,88,4.1228,112.28,-21.400,,3.43,76.07,1006.56,0,0,1,8007,2323,271,58,19,0,100,1.282306,1.504413,1.614170,402,63,12,6,0,0,80
2016-12-02 12:50:20,2016-12-02T12:50:18Z,1760298042,,,33,8,42.565331,-70.782753,88,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-02 13:05:19,2016-12-02T13:05:16Z,1760298042,,,31,12,42.565331,-70.782753,88,4.1280,112.80,-62.230,,4.23,74.50,1006.58,0,1,1,8700,2579,305,10,0,0,100,0.992533,1.213994,1.555209,412,58,15,11,0,0,80
2016-12-02 13:20:18,2016-12-02T13:20:16Z,1760298042,,,25,10,42.565331,-70.782753,88,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-02 13:35:18,2016-12-02T13:35:16Z,1760298042,,,28,9,42.565331,-70.782753,88,4.1840,118.40,-320.590,,9.00,59.61,1006.52,0,0,1,10476,3020,341,46,13,2,100,0.941153,1.127538,1.433700,454,69,18,5,1,0,80
2016-12-02 13:50:18,2016-12-02T13:50:16Z,1760298042,,,28,9,42.565331,-70.782753,88,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-02 14:05:18,2016-12-02T14:05:16Z,1760298042,,,29,10,42.565331,-70.782753,88,4.1772,117.72,-214.330,,11.62,53.27,1006.60,0,1,1,11985,3507,429,29,8,8,100,0.931943,1.081778,1.116864,429,86,11,4,0,0,80
2016-12-02 14:20:21,2016-12-02T14:20:16Z,1760298042,,,30,9,42.565331,-70.782753,88,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-02 14:35:18,2016-12-02T14:35:16Z,1760298042,,,28,9,42.565331,-70.782753,88,4.1796,117.96,-172.910,,14.48,41.00,1006.74,0,1,1,13206,3711,226,40,20,0,100,1.028714,1.168728,1.312193,458,73,9,3,0,0,80
2016-12-02 14:50:18,2016-12-02T14:50:15Z,1760298042,,,28,12,42.565331,-70.782753,88,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-02 15:05:18,2016-12-02T15:05:16Z,1760298042,"uptime_min:729 transmitted_bytes:4655 oneshots:49",729,,,42.565331,-70.782753,88,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-02 15:05:37,2016-12-02T15:05:34Z,1760298042,,,37,10,42.565331,-70.782753,88,4.1804,118.04,-140.770,,15.40,40.02,1006.42,0,0,1,12297,3185,189,31,16,10,100,0.951356,1.121168,1.176128,399,67,20,3,0,0,80
2016-12-02 15:20:18,2016-12-02T15:20:16Z,1760298042,,,33,10,42.565331,-70.782753,88,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-02 15:35:19,2016-12-02T15:35:16Z,1760298042,,,27,13,42.565331,-70.782753,88,4.1836,118.36,-116.270,,18.16,36.85,1006.05,0,1,1,12678,3507,220,11,10,0,100,0.778677,1.005589,1.799976,362,73,24,10,1,0,80
2016-12-02 15:50:20,2016-12-02T15:50:16Z,1760298042,,,30,11,42.565331,-70.782753,88,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-02 16:05:18,2016-12-02T16:05:16Z,1760298042,,,27,10,42.565331,-70.782753,88,4.1840,118.40,-97.220,,18.51,32.08,1005.83,0,0,1,15345,3317,209,15,10,0,100,0.833867,1.017151,1.116198,379,88,16,7,0,0,80
2016-12-02 16:20:18,2016-12-02T16:20:15Z,1760298042,,,34,12,42.565331,-70.782753,88,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-02 16:35:19,2016-12-02T16:35:16Z,1760298042,,,32,9,42.565331,-70.782753,88,4.1844,118.44,-80.890,,16.52,34.65,1005.64,0,0,0,9864,2775,197,14,6,0,100,0.539861,0.672658,0.738527,247,60,13,5,0,0,80
2016-12-02 16:50:18,2016-12-02T16:50:16Z,1760298042,,,32,12,42.565331,-70.782753,88,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-02 17:05:19,2016-12-02T17:05:16Z,1760298042,,,25,9,42.565331,-70.782753,88,4.1852,118.52,-67.380,,17.70,33.69,1005.22,0,0,1,11133,3082,155,20,10,0,100,0.538974,0.643537,1.645841,283,45,9,5,1,0,80
2016-12-02 17:20:19,2016-12-02T17:20:16Z,1760298042,,,29,11,42.565331,-70.782753,88,,,,,,,,,,,,,,,,,,,,,,,,,,,
